evento,janela_ini,janela_fim,estacao_chuva,n_dias_chuva,chuva_total_mm,chuva_max_diaria_mm,chuva_max_data,uvaia_pico_cm,uvaia_pico_data,lajeado_pico_cm,lajeado_pico_data,lag_dias
jun/2017,2017-06-01,2017-06-30,sma:2305,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2320,30,115.0,43.6,2017-06-05,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2411,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2529,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2730,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2733,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2745,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:2904,0,sem-dados,sem-dados,sem-dados,659,2017-06-13,690,2017-06-11,2
jun/2017,2017-06-01,2017-06-30,sma:819,30,200.2,112.4,2017-06-05,659,2017-06-13,690,2017-06-11,2
jul/2015,2015-07-01,2015-07-31,1101,31,293.8,41.2,2015-07-12,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,1105,31,301.0,60.4,2015-07-12,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,2056,31,316.4,42.4,2015-07-12,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,2241,31,262.2,34.2,2015-07-17,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,IAT_2450054,31,274.2,56.3,2015-07-25,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,83811,31,403.8,76.4,2015-07-17,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,83813,31,268.2,43.1,2015-07-17,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sih:2450021,31,350.2,89.4,2015-07-17,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sih:2549052,31,246.3,44.2,2015-07-17,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sih:2550043,31,342.3,47.0,2015-07-17,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:1105,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:1112,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:1124,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:1133,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:1224,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2305,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2320,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2411,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2529,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2730,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2733,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2745,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:2904,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
jul/2015,2015-07-01,2015-07-31,sma:819,0,sem-dados,sem-dados,sem-dados,986,2015-07-22,797,2015-07-18,4
out/2015,2015-10-01,2015-10-31,1101,31,166.6,38.2,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,1105,31,166.2,31.2,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,2056,31,190.2,38.0,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,2241,31,170.8,42.2,2015-10-22,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,IAT_2450054,31,196.2,77.4,2015-10-26,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,83811,31,220.8,70.5,2015-10-23,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,83813,31,202.5,64.7,2015-10-12,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sih:2450021,31,177.2,32.3,2015-10-18,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sih:2549052,31,177.1,40.6,2015-10-22,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sih:2550043,31,211.2,54.4,2015-10-22,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:1105,31,166.2,31.2,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:1112,31,190.8,56.6,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:1124,31,222.4,45.4,2015-10-31,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:1133,31,174.4,55.4,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:1224,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2305,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2320,31,142.0,50.4,2015-10-11,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2411,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2529,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2730,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2733,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2745,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:2904,0,sem-dados,sem-dados,sem-dados,371,2015-10-19,551,2015-10-16,3
out/2015,2015-10-01,2015-10-31,sma:819,31,110.2,39.4,2015-10-11,371,2015-10-19,551,2015-10-16,3
jun/2014,2014-06-01,2014-06-30,1101,30,179.2,66.4,2014-06-06,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,1105,30,214.7,74.4,2014-06-07,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,2056,30,165.8,54.4,2014-06-06,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,2241,30,273.2,117.0,2014-06-07,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,IAT_2450054,30,237.9,118.2,2014-06-07,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,83811,30,283.6,100.7,2014-06-07,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,83813,30,220.1,85.7,2014-06-06,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sih:2450021,30,179.6,63.7,2014-06-06,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sih:2549052,30,163.7,58.7,2014-06-07,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sih:2550043,30,302.6,99.0,2014-06-07,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:1105,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:1112,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:1124,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:1133,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:1224,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2305,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2320,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2411,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2529,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2730,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2733,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2745,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:2904,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun/2014,2014-06-01,2014-06-30,sma:819,0,sem-dados,sem-dados,sem-dados,995,2014-06-13,868,2014-06-10,3
jun-jul/2013,2013-06-01,2013-07-31,1101,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,1105,61,497.4,94.4,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,2056,61,515.8,98.8,2013-06-24,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,2241,61,495.4,83.6,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,IAT_2450054,61,441.2,179.0,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,83811,61,542.5,135.8,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,83813,61,467.2,61.7,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sih:2450021,61,437.5,62.8,2013-06-20,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sih:2549052,61,461.9,81.8,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sih:2550043,61,435.0,81.2,2013-06-21,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:1105,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:1112,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:1124,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:1133,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:1224,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2305,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2320,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2411,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2529,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2730,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2733,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2745,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:2904,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun-jul/2013,2013-06-01,2013-07-31,sma:819,0,sem-dados,sem-dados,sem-dados,1033,2013-06-28,795,2013-06-24,4
jun/2012,2012-06-01,2012-06-30,1101,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,1105,30,223.6,58.4,2012-06-04,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,2056,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,2241,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,IAT_2450054,30,248.7,87.9,2012-06-05,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,83811,30,281.6,87.7,2012-06-05,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,83813,30,304.2,69.4,2012-06-04,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sih:2450021,30,267.1,106.0,2012-06-04,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sih:2549052,30,243.9,81.7,2012-06-04,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sih:2550043,30,214.9,69.0,2012-06-04,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:1105,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:1112,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:1124,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:1133,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:1224,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2305,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2320,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2411,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2529,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2730,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2733,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2745,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:2904,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
jun/2012,2012-06-01,2012-06-30,sma:819,0,sem-dados,sem-dados,sem-dados,645,2012-06-15,668,2012-06-10,5
ago/2011,2011-08-01,2011-08-31,1101,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,1105,31,283.6,104.8,2011-08-19,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,2056,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,2241,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,IAT_2450054,31,220.4,66.4,2011-08-01,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,83811,31,421.6,184.0,2011-08-01,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,83813,31,357.8,153.6,2011-08-01,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sih:2450021,31,328.7,136.5,2011-08-01,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sih:2549052,31,349.7,165.1,2011-08-01,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sih:2550043,31,337.8,113.8,2011-08-19,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:1105,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:1112,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:1124,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:1133,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:1224,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2305,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2320,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2411,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2529,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2730,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2733,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2745,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:2904,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
ago/2011,2011-08-01,2011-08-31,sma:819,0,sem-dados,sem-dados,sem-dados,934,2011-08-07,785,2011-08-04,3
